Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GTEX-1A32A-2726_C5K4P.8_trimmed_read1	GTEX-1A32A-2726_C5K4P.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2894944.0	0.0	55-76	48.0	84.18126783697669	75.3966097444372	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-2726_C5K4P.8_trimmed_read2	GTEX-1A32A-2726_C5K4P.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2894944.0	0.0	55-76	48.0	82.36013351473001	75.49638922203677	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-2726_HB6C7.1_trimmed_read1	GTEX-1A32A-2726_HB6C7.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1734542.0	0.0	55-76	47.0	87.33713209296451	74.92663654151931	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-2726_HB6C7.1_trimmed_read2	GTEX-1A32A-2726_HB6C7.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1734542.0	0.0	55-76	47.0	90.15966060784064	73.32590274550861	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.1_trimmed_read1	GTEX-1A32A-3226_C5JH2.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1195959.0	0.0	55-76	50.0	80.38755177700175	75.65513784335417	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.1_trimmed_read2	GTEX-1A32A-3226_C5JH2.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1195959.0	0.0	55-76	50.0	80.60504578276884	75.5710045244026	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.2_trimmed_read1	GTEX-1A32A-3226_C5JH2.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1210854.0	0.0	55-76	50.0	80.1092782556481	75.72146105145625	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.2_trimmed_read2	GTEX-1A32A-3226_C5JH2.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1210854.0	0.0	55-76	50.0	80.36825050567009	75.58458905863135	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.3_trimmed_read1	GTEX-1A32A-3226_C5JH2.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1203441.0	0.0	55-76	50.0	79.89519034902828	75.75131477155922	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.3_trimmed_read2	GTEX-1A32A-3226_C5JH2.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1203441.0	0.0	55-76	50.0	80.51360541141584	75.61125389611955	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.4_trimmed_read1	GTEX-1A32A-3226_C5JH2.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1208160.0	0.0	55-76	50.0	79.92129834047314	75.7597321546815	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.4_trimmed_read2	GTEX-1A32A-3226_C5JH2.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1208160.0	0.0	55-76	50.0	80.30403763540774	75.62389666931533	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.5_trimmed_read1	GTEX-1A32A-3226_C5JH2.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1192818.0	0.0	55-76	50.0	80.1373948088011	75.70071209522324	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.5_trimmed_read2	GTEX-1A32A-3226_C5JH2.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1192818.0	0.0	55-76	50.0	80.36069077905383	75.62004262175789	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.6_trimmed_read1	GTEX-1A32A-3226_C5JH2.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1217646.0	0.0	55-76	50.0	80.14313037675947	75.71434472744951	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.6_trimmed_read2	GTEX-1A32A-3226_C5JH2.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1217646.0	0.0	55-76	50.0	80.2531001441978	75.63425741143156	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.7_trimmed_read1	GTEX-1A32A-3226_C5JH2.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1129216.0	0.0	55-76	50.0	81.21673529753978	75.57485636051916	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.7_trimmed_read2	GTEX-1A32A-3226_C5JH2.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1129216.0	0.0	55-76	50.0	81.15187394207004	75.54573881347767	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.8_trimmed_read1	GTEX-1A32A-3226_C5JH2.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1130993.0	0.0	55-76	49.0	81.48490874023823	75.55648531865361	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JH2.8_trimmed_read2	GTEX-1A32A-3226_C5JH2.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1130993.0	0.0	55-76	49.0	81.22860407488784	75.52574065445144	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.1_trimmed_read1	GTEX-1A32A-3226_C5JVE.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2095737.0	0.0	55-76	49.0	81.47002982868669	75.16795284904546	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.1_trimmed_read2	GTEX-1A32A-3226_C5JVE.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2095737.0	0.0	55-76	49.0	79.20844374775747	75.18911103826483	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.2_trimmed_read1	GTEX-1A32A-3226_C5JVE.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1962844.0	0.0	55-76	49.0	81.17151272586935	75.22931623705195	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.2_trimmed_read2	GTEX-1A32A-3226_C5JVE.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1962844.0	0.0	55-76	49.0	79.38052545920964	75.23947649431132	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.3_trimmed_read1	GTEX-1A32A-3226_C5JVE.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2109200.0	0.0	55-76	49.0	80.84421370469119	75.20105063531197	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.3_trimmed_read2	GTEX-1A32A-3226_C5JVE.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2109200.0	0.0	55-76	49.0	79.00561692452453	75.23180542385738	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.4_trimmed_read1	GTEX-1A32A-3226_C5JVE.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2110346.0	0.0	55-76	49.0	80.59426762766671	75.20905197536328	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.4_trimmed_read2	GTEX-1A32A-3226_C5JVE.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2110346.0	0.0	55-76	49.0	79.05548804841455	75.24060414737679	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.5_trimmed_read1	GTEX-1A32A-3226_C5JVE.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2103509.0	0.0	55-76	49.0	81.0144206279854	75.195267526785	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.5_trimmed_read2	GTEX-1A32A-3226_C5JVE.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2103509.0	0.0	55-76	49.0	79.09488165147444	75.23050626358147	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.6_trimmed_read1	GTEX-1A32A-3226_C5JVE.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2105329.0	0.0	55-76	49.0	81.01970023580974	75.16908711180058	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.6_trimmed_read2	GTEX-1A32A-3226_C5JVE.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2105329.0	0.0	55-76	49.0	78.9573964786379	75.23442654330985	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.7_trimmed_read1	GTEX-1A32A-3226_C5JVE.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2111355.0	0.0	55-76	49.0	81.31872819303015	75.1523457684757	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.7_trimmed_read2	GTEX-1A32A-3226_C5JVE.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2111355.0	0.0	55-76	49.0	79.39804687267547	75.1849215314336	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.8_trimmed_read1	GTEX-1A32A-3226_C5JVE.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2079319.0	0.0	55-76	49.0	81.8304180647547	75.04594148372617	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A32A-3226_C5JVE.8_trimmed_read2	GTEX-1A32A-3226_C5JVE.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2079319.0	0.0	55-76	49.0	79.7782462194552	75.12511836808109	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.1_trimmed_read1	GTEX-1A8FM-0826_C636K.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2522796.0	0.0	55-76	47.0	84.3780361184633	75.47376204814024	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.1_trimmed_read2	GTEX-1A8FM-0826_C636K.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2522796.0	0.0	55-76	47.0	83.56035824962488	75.47811515477272	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.2_trimmed_read1	GTEX-1A8FM-0826_C636K.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2516959.0	0.0	55-76	47.0	84.8558502416829	75.42930814526578	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.2_trimmed_read2	GTEX-1A8FM-0826_C636K.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2516959.0	0.0	55-76	47.0	83.56144620176664	75.46643230978336	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.3_trimmed_read1	GTEX-1A8FM-0826_C636K.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2522194.0	0.0	55-76	47.0	85.02279791011466	75.41832507729382	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.3_trimmed_read2	GTEX-1A8FM-0826_C636K.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2522194.0	0.0	55-76	47.0	83.80208742623309	75.44704174222919	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.4_trimmed_read1	GTEX-1A8FM-0826_C636K.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2522783.0	0.0	55-76	47.0	84.78902338419675	75.43769202503744	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.4_trimmed_read2	GTEX-1A8FM-0826_C636K.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2522783.0	0.0	55-76	47.0	83.83122372728451	75.46846399393051	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.5_trimmed_read1	GTEX-1A8FM-0826_C636K.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2527996.0	0.0	55-76	47.0	84.73782477481136	75.4329820933261	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.5_trimmed_read2	GTEX-1A8FM-0826_C636K.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2527996.0	0.0	55-76	47.0	83.82757174414888	75.469518543542	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.6_trimmed_read1	GTEX-1A8FM-0826_C636K.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2536583.0	0.0	55-76	47.0	84.64950531700048	75.4720819306918	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.6_trimmed_read2	GTEX-1A8FM-0826_C636K.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2536583.0	0.0	55-76	47.0	83.5167500552609	75.48059338093806	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.7_trimmed_read1	GTEX-1A8FM-0826_C636K.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2535828.0	0.0	55-76	47.0	85.16259748078487	75.47442058373045	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.7_trimmed_read2	GTEX-1A8FM-0826_C636K.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2535828.0	0.0	55-76	47.0	83.63480950188804	75.48319878162084	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.8_trimmed_read1	GTEX-1A8FM-0826_C636K.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2535372.0	0.0	55-76	47.0	84.57613090034755	75.4723105721764	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C636K.8_trimmed_read2	GTEX-1A8FM-0826_C636K.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2535372.0	0.0	55-76	47.0	83.66061599456867	75.48144532636631	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.1_trimmed_read1	GTEX-1A8FM-0826_C63AJ.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2505581.0	0.0	55-76	47.0	84.6871267683493	75.41326183428114	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.1_trimmed_read2	GTEX-1A8FM-0826_C63AJ.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2505581.0	0.0	55-76	47.0	83.69340314290494	75.43017447849421	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.2_trimmed_read1	GTEX-1A8FM-0826_C63AJ.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2484029.0	0.0	55-76	47.0	86.04347126853729	73.49060860400583	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.2_trimmed_read2	GTEX-1A8FM-0826_C63AJ.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2484029.0	0.0	55-76	47.0	83.87384954139544	75.48833809911237	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.3_trimmed_read1	GTEX-1A8FM-0826_C63AJ.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2530377.0	0.0	55-76	47.0	84.58963322289061	75.45311074199616	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.3_trimmed_read2	GTEX-1A8FM-0826_C63AJ.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2530377.0	0.0	55-76	47.0	83.50539513858863	75.46633327761042	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.4_trimmed_read1	GTEX-1A8FM-0826_C63AJ.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2521894.0	0.0	55-76	47.0	84.89647075013012	75.4218385070903	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.4_trimmed_read2	GTEX-1A8FM-0826_C63AJ.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2521894.0	0.0	55-76	47.0	83.75451057156899	75.44705209655918	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.5_trimmed_read1	GTEX-1A8FM-0826_C63AJ.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2514296.0	0.0	55-76	47.0	85.378411966169	75.36415402164263	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.5_trimmed_read2	GTEX-1A8FM-0826_C63AJ.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2514296.0	0.0	55-76	47.0	83.72026616784727	75.4511358248989	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.6_trimmed_read1	GTEX-1A8FM-0826_C63AJ.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2529507.0	0.0	55-76	47.0	84.8124093460662	75.46011772254435	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.6_trimmed_read2	GTEX-1A8FM-0826_C63AJ.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2529507.0	0.0	55-76	47.0	83.75445215836821	75.46710604082139	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.7_trimmed_read1	GTEX-1A8FM-0826_C63AJ.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2526436.0	0.0	55-76	47.0	84.99834676676173	75.45818101072024	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.7_trimmed_read2	GTEX-1A8FM-0826_C63AJ.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2526436.0	0.0	55-76	47.0	83.74072833834279	75.46224048422363	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.8_trimmed_read1	GTEX-1A8FM-0826_C63AJ.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2489774.0	0.0	55-76	47.0	84.65375661402476	75.42145793152311	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0826_C63AJ.8_trimmed_read2	GTEX-1A8FM-0826_C63AJ.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2489774.0	0.0	55-76	47.0	83.75368900519301	75.44717030541727	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-1026_C402T.1_trimmed_read1	GTEX-1A8FM-1026_C402T.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2521351.0	0.0	55-76	49.0	65.90864212601836	75.44619452031867	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.1_trimmed_read2	GTEX-1A8FM-1026_C402T.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2521351.0	0.0	55-76	49.0	64.42626411160497	75.5658906673446	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.2_trimmed_read1	GTEX-1A8FM-1026_C402T.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2245701.0	0.0	55-76	49.0	69.98197915087373	75.14352801196597	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.2_trimmed_read2	GTEX-1A8FM-1026_C402T.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2245701.0	0.0	55-76	49.0	65.393889877692	75.54235091848825	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.3_trimmed_read1	GTEX-1A8FM-1026_C402T.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2199176.0	0.0	55-76	49.0	72.8530920028808	75.08437478401001	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-1026_C402T.3_trimmed_read2	GTEX-1A8FM-1026_C402T.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2199176.0	0.0	55-76	49.0	65.86487441311971	75.53219251210453	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.4_trimmed_read1	GTEX-1A8FM-1026_C402T.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2200069.0	0.0	55-76	49.0	74.29728366366182	75.12855187723657	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-1026_C402T.4_trimmed_read2	GTEX-1A8FM-1026_C402T.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2200069.0	0.0	55-76	49.0	65.55077444770122	75.54854279570323	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.5_trimmed_read1	GTEX-1A8FM-1026_C402T.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2200424.0	0.0	55-76	49.0	74.61608720831879	75.09269304461321	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-1026_C402T.5_trimmed_read2	GTEX-1A8FM-1026_C402T.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2200424.0	0.0	55-76	49.0	65.64942886404783	75.53709466902743	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.6_trimmed_read1	GTEX-1A8FM-1026_C402T.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2255483.0	0.0	55-76	49.0	70.59577689187934	75.11203409646626	pass	pass	pass	warn	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-1026_C402T.6_trimmed_read2	GTEX-1A8FM-1026_C402T.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2255483.0	0.0	55-76	49.0	65.46128156474064	75.54425149735113	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.7_trimmed_read1	GTEX-1A8FM-1026_C402T.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2328749.0	0.0	55-76	49.0	68.63230068108528	75.24878293023421	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.7_trimmed_read2	GTEX-1A8FM-1026_C402T.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2328749.0	0.0	55-76	49.0	65.07542952098935	75.5405129535214	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.8_trimmed_read1	GTEX-1A8FM-1026_C402T.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2519042.0	0.0	55-76	49.0	66.34961381151376	75.44564004887572	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C402T.8_trimmed_read2	GTEX-1A8FM-1026_C402T.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2519042.0	0.0	55-76	49.0	64.75988727178729	75.54865937130067	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C4079.1_trimmed_read1	GTEX-1A8FM-1026_C4079.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2923604.0	0.0	55-76	48.0	63.65058377956646	75.69922739194502	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C4079.1_trimmed_read2	GTEX-1A8FM-1026_C4079.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2923604.0	0.0	55-76	48.0	63.79107797518814	75.5568151500682	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C4079.2_trimmed_read1	GTEX-1A8FM-1026_C4079.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2915981.0	0.0	55-76	48.0	64.54162367550686	75.69006416708477	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C4079.2_trimmed_read2	GTEX-1A8FM-1026_C4079.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2915981.0	0.0	55-76	48.0	63.64499458151642	75.56198480031249	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C4079.3_trimmed_read1	GTEX-1A8FM-1026_C4079.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2929076.0	0.0	55-76	48.0	63.74218862453323	75.70097839728297	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C4079.3_trimmed_read2	GTEX-1A8FM-1026_C4079.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2929076.0	0.0	55-76	48.0	63.45963600771534	75.5609588143155	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass
GTEX-1A8FM-1026_C4079.4_trimmed_read1	GTEX-1A8FM-1026_C4079.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2959114.0	0.0	55-76	48.0	63.821050791320445	75.70670443923417	pass	pass	pass	fail	warn	pass	warn	warn	pass	pass
